2015,2015,5.0
2014,2015,4.5
2015,2015,5.0
2015,2016,5.0
2015,2016,5.0
2016,2016,5.5
2016,2016,6.0
2014,2014,5.0
2014,2014,4.5
2015,2015,5.0
2014,2014,4.5
2015,2015,5.5
2015,2015,5.5
2015,2016,6.0
2015,2015,5.5
2015,2015,5.0
2016,2016,5.5
2016,2016,6.0
2015,2015,4.5
2016,2016,5.5
2015,2015,5.5
2016,2016,5.5
2015,2015,5.0
2016,2016,6.0
